,GroupID,SessionID,LocationID,record_id,recording,start_time,end_time,latitude,longitude,Traffic,Other,Human,Natural,Pleasant,Eventful,pleasant,chaotic,vibrant,uneventful,calm,annoying,eventful,monotonous,overall,appropriateness,loudness,sss04,sss05,who01,who02,who03,who04,who05,WHO_sum,Age,Gender,occ00___1,occ00___2,occ00___3,occ00___4,occ00___5,occ00___6,occ00_other,edu00,eth00,eth00_other,misc00,misc01,misc03,misc03_other,use00,uni00,res00___1,res00___2,res00___3,res00___4,res00___5,res02,paper,language,Lockdown,FS_M0,FS_nrmse0,FS,FS_5,FS_10,FS_50,FS_90,FS_95,FS_Min,FS_Max,FS_5_FS_95,FS_10_FS_90,FS_Max_FS_Min,LAeq_M0,LAeq_nrmse0,LAeq,LAeq_5,LAeq_10,LAeq_50,LAeq_90,LAeq_95,LAeq_Min,LAeq_Max,LAeq_5_LAeq_95,LAeq_10_LAeq_90,LAeq_Max_LAeq_Min,N_M0,N_nrmse0,N_M1,N_nrmse1,N_M2,N_nrmse2,N_5,N_10,N_50,N_90,N_95,N_Min,N_Max,N_5_N_95,N_10_N_90,N_Max_N_Min,R_M0,R_nrmse0,R,R_5,R_10,R_50,R_90,R_95,R_Min,R_Max,R_5_R_95,R_10_R_90,R_Max_R_Min,S_M0,S_nrmse0,S_M1,S_nrmse1,S_M2,S_nrmse2,S,S_5,S_10,S_50,S_90,S_95,S_Min,S_Max,S_5_S_95,S_10_S_90,S_Max_S_Min,SIL_M0,SIL_nrmse0,SIL_5,SIL_10,SIL_50,SIL_90,SIL_95,SIL_Min,SIL_Max,SIL_5_SIL_95,SIL_10_SIL_90,SIL_Max_SIL_Min,T_M0,T_nrmse0,T_5,T_10,T_50,T_90,T_95,T_Min,T_Max,T_5_T_95,T_10_T_90,SpectralCentroid,MaxFreq,25,31,40,50,63,80,100,125,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000,10000,12500,16000,20000,PeakSpectralCentroid,PeakMaxFreq,Peak_25,Peak_31,Peak_40,Peak_50,Peak_63,Peak_80,Peak_100,Peak_125,Peak_160,Peak_200,Peak_250,Peak_315,Peak_400,Peak_500,Peak_630,Peak_800,Peak_1000,Peak_1250,Peak_1600,Peak_2000,Peak_2500,Peak_3150,Peak_4000,Peak_5000,Peak_6300,Peak_8000,Peak_10000,Peak_12500,Peak_16000,Peak_20000,I_M0,I_nrmse0,I,I_5,I_10,I_50,I_90,I_95,I_Min,I_Max,I_5_I_95,I_10_I_90,I_Max_I_Min,LCeq_M0,LCeq_nrmse0,LCeq,LCeq_5,LCeq_10,LCeq_50,LCeq_90,LCeq_95,LCeq_Min,LCeq_Max,LCeq_5_LCeq_95,LCeq_10_LCeq_90,LCeq_Max_LCeq_Min,LZeq_M0,LZeq_nrmse0,LZeq,LZeq_5,LZeq_10,LZeq_50,LZeq_90,LZeq_95,LZeq_Min,LZeq_Max,LZeq_5_LZeq_95,LZeq_10_LZeq_90,LZeq_Max_LZeq_Min,THD_M0,THD_nrmse0,THD_5,THD_10,THD_50,THD_90,THD_95,THD_Min,THD_Max,THD_5_THD_95,THD_10_THD_90,THD_Max_THD_Min
838,RS119,RussellSq1,RussellSq,936,13-26-13,2019-06-19 13:05,2019-06-19 13:15,51.521683,-0.125982,3,1,2,4,0.780330086,0.073223305,5,2,4,3,4,1,3,1,4,2,3,4,4,4,4,2,3,3,64,,1,1,0,0,0,0,0,,5,1,,,,1,,1,2,1,1,0,0,0,Work nearby,0,English,1,-2.131214318,24.34415208,0.00474,0.00676,0.00603,0.00463,0.00339,0.00303,0.00257,0.00776,0.00373,0.00264,0.00519,-2.082713401,11.51028831,66.25,67.04,66.75,66.16,65.69,65.53,65.09,68.83,1.51,1.06,3.74,-2.302495258,282.2815099,-2.414764357,10.72120906,-0.579597549,3.044854022,23.1,22.7,21.6,20.6,20.3,18.8,25.2,2.8,2.1,6.4,-2.210045101,27.74297633,0.0274,0.0367,0.0336,0.0268,0.0216,0.0205,0.0169,0.0529,0.0162,0.012,0.036,-2.477082858,16.94846958,-2.559819129,16.95543474,-1.337382563,6.561095012,3.29,3.42,3.4,3.3,3.19,3.13,2.96,3.59,0.29,0.21,0.63,-2.118864194,11.45474856,60.25,59.94,59.18,58.61,58.47,57.88,61.73,1.78,1.33,3.85,-3.411931358,32.96175451,0.217,0.124,0.0316,0.00691,0.00385,0,0.716,0.21315,0.11709,2743.65,40,58.78,61.99,63.33,63.19,61.15,59.33,56.84,54.51,53.65,51.71,50.86,50.6,51.25,52.32,54.91,55.85,54.61,54.55,53.56,54.17,54.16,52.41,51.02,48.34,50.14,48.24,48.72,48.34,41.39,32.31,2659.63,40,67.54,70.57,70.93,70.59,69.2,69.89,63.86,63.56,61.21,59.5,58.02,60.07,60.63,62.3,67.29,64.12,62.93,61.22,58.94,60.16,57.83,55.75,54.48,51.31,53.13,52.24,51.63,51.52,45.92,36.68,-2.031189606,22.54845037,0.297,0.354,0.34,0.297,0.256,0.245,0.215,0.39,0.109,0.084,0.175,-2.033672506,10.52542694,70.31,71.68,71.35,70.22,69.04,68.79,67.78,72.76,2.89,2.31,4.98,-1.995107144,10.30632488,71.72,73.23,72.85,71.61,70.38,70.04,69.11,74.44,3.19,2.47,5.33,-0.220254556,3.019040163,3.41,2.8,0.46,-2.11,-2.95,-6.61,4.99,6.36,4.91,11.6
839,RS119,RussellSq1,RussellSq,949,13-17-12,2019-06-19 13:15,2019-06-19 13:23,51.521683,-0.125982,2,1,3,3,0.780330086,-0.073223305,5,1,3,3,4,1,3,1,4,4,2,5,5,3,2,2,2,2,44,36,2,1,0,0,0,0,0,,5,1,,,,,,1,2,1,1,1,0,0,,1,English,1,-2.131214318,24.34415208,0.00474,0.00676,0.00603,0.00463,0.00339,0.00303,0.00257,0.00776,0.00373,0.00264,0.00519,-2.082713401,11.51028831,66.25,67.04,66.75,66.16,65.69,65.53,65.09,68.83,1.51,1.06,3.74,-2.302495258,282.2815099,-2.414764357,10.72120906,-0.579597549,3.044854022,23.1,22.7,21.6,20.6,20.3,18.8,25.2,2.8,2.1,6.4,-2.210045101,27.74297633,0.0274,0.0367,0.0336,0.0268,0.0216,0.0205,0.0169,0.0529,0.0162,0.012,0.036,-2.477082858,16.94846958,-2.559819129,16.95543474,-1.337382563,6.561095012,3.29,3.42,3.4,3.3,3.19,3.13,2.96,3.59,0.29,0.21,0.63,-2.118864194,11.45474856,60.25,59.94,59.18,58.61,58.47,57.88,61.73,1.78,1.33,3.85,-3.411931358,32.96175451,0.217,0.124,0.0316,0.00691,0.00385,0,0.716,0.21315,0.11709,2743.65,40,58.78,61.99,63.33,63.19,61.15,59.33,56.84,54.51,53.65,51.71,50.86,50.6,51.25,52.32,54.91,55.85,54.61,54.55,53.56,54.17,54.16,52.41,51.02,48.34,50.14,48.24,48.72,48.34,41.39,32.31,2659.63,40,67.54,70.57,70.93,70.59,69.2,69.89,63.86,63.56,61.21,59.5,58.02,60.07,60.63,62.3,67.29,64.12,62.93,61.22,58.94,60.16,57.83,55.75,54.48,51.31,53.13,52.24,51.63,51.52,45.92,36.68,-2.031189606,22.54845037,0.297,0.354,0.34,0.297,0.256,0.245,0.215,0.39,0.109,0.084,0.175,-2.033672506,10.52542694,70.31,71.68,71.35,70.22,69.04,68.79,67.78,72.76,2.89,2.31,4.98,-1.995107144,10.30632488,71.72,73.23,72.85,71.61,70.38,70.04,69.11,74.44,3.19,2.47,5.33,-0.220254556,3.019040163,3.41,2.8,0.46,-2.11,-2.95,-6.61,4.99,6.36,4.91,11.6
840,RS119,RussellSq1,RussellSq,949,13-17-12,2019-06-19 13:15,2019-06-19 13:23,51.521683,-0.125982,2,1,3,3,0.780330086,-0.073223305,5,1,3,3,4,1,3,1,4,4,2,5,5,3,2,2,2,2,44,36,2,1,0,0,0,0,0,,5,1,,,,,,1,2,1,1,1,0,0,,1,English,1,-2.131214318,24.34415208,0.00474,0.00676,0.00603,0.00463,0.00339,0.00303,0.00257,0.00776,0.00373,0.00264,0.00519,-2.082713401,11.51028831,66.25,67.04,66.75,66.16,65.69,65.53,65.09,68.83,1.51,1.06,3.74,-2.302495258,282.2815099,-2.414764357,10.72120906,-0.579597549,3.044854022,23.1,22.7,21.6,20.6,20.3,18.8,25.2,2.8,2.1,6.4,-2.210045101,27.74297633,0.0274,0.0367,0.0336,0.0268,0.0216,0.0205,0.0169,0.0529,0.0162,0.012,0.036,-2.477082858,16.94846958,-2.559819129,16.95543474,-1.337382563,6.561095012,3.29,3.42,3.4,3.3,3.19,3.13,2.96,3.59,0.29,0.21,0.63,-2.118864194,11.45474856,60.25,59.94,59.18,58.61,58.47,57.88,61.73,1.78,1.33,3.85,-3.411931358,32.96175451,0.217,0.124,0.0316,0.00691,0.00385,0,0.716,0.21315,0.11709,2743.65,40,58.78,61.99,63.33,63.19,61.15,59.33,56.84,54.51,53.65,51.71,50.86,50.6,51.25,52.32,54.91,55.85,54.61,54.55,53.56,54.17,54.16,52.41,51.02,48.34,50.14,48.24,48.72,48.34,41.39,32.31,2659.63,40,67.54,70.57,70.93,70.59,69.2,69.89,63.86,63.56,61.21,59.5,58.02,60.07,60.63,62.3,67.29,64.12,62.93,61.22,58.94,60.16,57.83,55.75,54.48,51.31,53.13,52.24,51.63,51.52,45.92,36.68,-2.031189606,22.54845037,0.297,0.354,0.34,0.297,0.256,0.245,0.215,0.39,0.109,0.084,0.175,-2.033672506,10.52542694,70.31,71.68,71.35,70.22,69.04,68.79,67.78,72.76,2.89,2.31,4.98,-1.995107144,10.30632488,71.72,73.23,72.85,71.61,70.38,70.04,69.11,74.44,3.19,2.47,5.33,-0.220254556,3.019040163,3.41,2.8,0.46,-2.11,-2.95,-6.61,4.99,6.36,4.91,11.6
841,RS119,RussellSq1,RussellSq,949,13-26-13,2019-06-19 13:15,2019-06-19 13:23,51.521683,-0.125982,2,1,3,3,0.780330086,-0.073223305,5,1,3,3,4,1,3,1,4,4,2,5,5,3,2,2,2,2,44,36,2,1,0,0,0,0,0,,5,1,,,,,,1,2,1,1,1,0,0,,1,English,1,-2.131214318,24.34415208,0.00474,0.00676,0.00603,0.00463,0.00339,0.00303,0.00257,0.00776,0.00373,0.00264,0.00519,-2.082713401,11.51028831,66.25,67.04,66.75,66.16,65.69,65.53,65.09,68.83,1.51,1.06,3.74,-2.302495258,282.2815099,-2.414764357,10.72120906,-0.579597549,3.044854022,23.1,22.7,21.6,20.6,20.3,18.8,25.2,2.8,2.1,6.4,-2.210045101,27.74297633,0.0274,0.0367,0.0336,0.0268,0.0216,0.0205,0.0169,0.0529,0.0162,0.012,0.036,-2.477082858,16.94846958,-2.559819129,16.95543474,-1.337382563,6.561095012,3.29,3.42,3.4,3.3,3.19,3.13,2.96,3.59,0.29,0.21,0.63,-2.118864194,11.45474856,60.25,59.94,59.18,58.61,58.47,57.88,61.73,1.78,1.33,3.85,-3.411931358,32.96175451,0.217,0.124,0.0316,0.00691,0.00385,0,0.716,0.21315,0.11709,2743.65,40,58.78,61.99,63.33,63.19,61.15,59.33,56.84,54.51,53.65,51.71,50.86,50.6,51.25,52.32,54.91,55.85,54.61,54.55,53.56,54.17,54.16,52.41,51.02,48.34,50.14,48.24,48.72,48.34,41.39,32.31,2659.63,40,67.54,70.57,70.93,70.59,69.2,69.89,63.86,63.56,61.21,59.5,58.02,60.07,60.63,62.3,67.29,64.12,62.93,61.22,58.94,60.16,57.83,55.75,54.48,51.31,53.13,52.24,51.63,51.52,45.92,36.68,-2.031189606,22.54845037,0.297,0.354,0.34,0.297,0.256,0.245,0.215,0.39,0.109,0.084,0.175,-2.033672506,10.52542694,70.31,71.68,71.35,70.22,69.04,68.79,67.78,72.76,2.89,2.31,4.98,-1.995107144,10.30632488,71.72,73.23,72.85,71.61,70.38,70.04,69.11,74.44,3.19,2.47,5.33,-0.220254556,3.019040163,3.41,2.8,0.46,-2.11,-2.95,-6.61,4.99,6.36,4.91,11.6
842,RS119,RussellSq1,RussellSq,949,13-26-13,2019-06-19 13:15,2019-06-19 13:23,51.521683,-0.125982,2,1,3,3,0.780330086,-0.073223305,5,1,3,3,4,1,3,1,4,4,2,5,5,3,2,2,2,2,44,36,2,1,0,0,0,0,0,,5,1,,,,,,1,2,1,1,1,0,0,,1,English,1,-2.131214318,24.34415208,0.00474,0.00676,0.00603,0.00463,0.00339,0.00303,0.00257,0.00776,0.00373,0.00264,0.00519,-2.082713401,11.51028831,66.25,67.04,66.75,66.16,65.69,65.53,65.09,68.83,1.51,1.06,3.74,-2.302495258,282.2815099,-2.414764357,10.72120906,-0.579597549,3.044854022,23.1,22.7,21.6,20.6,20.3,18.8,25.2,2.8,2.1,6.4,-2.210045101,27.74297633,0.0274,0.0367,0.0336,0.0268,0.0216,0.0205,0.0169,0.0529,0.0162,0.012,0.036,-2.477082858,16.94846958,-2.559819129,16.95543474,-1.337382563,6.561095012,3.29,3.42,3.4,3.3,3.19,3.13,2.96,3.59,0.29,0.21,0.63,-2.118864194,11.45474856,60.25,59.94,59.18,58.61,58.47,57.88,61.73,1.78,1.33,3.85,-3.411931358,32.96175451,0.217,0.124,0.0316,0.00691,0.00385,0,0.716,0.21315,0.11709,2743.65,40,58.78,61.99,63.33,63.19,61.15,59.33,56.84,54.51,53.65,51.71,50.86,50.6,51.25,52.32,54.91,55.85,54.61,54.55,53.56,54.17,54.16,52.41,51.02,48.34,50.14,48.24,48.72,48.34,41.39,32.31,2659.63,40,67.54,70.57,70.93,70.59,69.2,69.89,63.86,63.56,61.21,59.5,58.02,60.07,60.63,62.3,67.29,64.12,62.93,61.22,58.94,60.16,57.83,55.75,54.48,51.31,53.13,52.24,51.63,51.52,45.92,36.68,-2.031189606,22.54845037,0.297,0.354,0.34,0.297,0.256,0.245,0.215,0.39,0.109,0.084,0.175,-2.033672506,10.52542694,70.31,71.68,71.35,70.22,69.04,68.79,67.78,72.76,2.89,2.31,4.98,-1.995107144,10.30632488,71.72,73.23,72.85,71.61,70.38,70.04,69.11,74.44,3.19,2.47,5.33,-0.220254556,3.019040163,3.41,2.8,0.46,-2.11,-2.95,-6.61,4.99,6.36,4.91,11.6
843,RS121,RussellSq1,RussellSq,932,13-38-14,2019-06-19 13:28,2019-06-19 13:38,51.521683,-0.125982,4,4,4,2,0.042893219,-0.25,3,3,3,4,5,4,3,3,2,3,4,2,3,4,5,4,4,5,88,55,1,1,0,0,0,0,0,,2,7,Northern african,,,3,Londonner,1,1,1,1,0,0,0,,0,English,1,-2.202229521,20.35187005,0.021,0.0517,0.0366,0.0174,0.00629,0.00554,0.0042,0.0722,0.04616,0.03031,0.068,-2.345177299,34.65470054,69.23,72.23,68.42,66.22,65.25,64.85,63.8,84.41,7.38,3.17,20.61,-2.576142249,26413.08468,-2.655147439,10.71428473,-1.213243644,158.9819547,26.1,23.8,21.3,19.8,19.5,18,41.3,6.6,4,23.3,-2.204622802,27.33264561,0.0297,0.0468,0.0388,0.0276,0.0217,0.0201,0.00885,0.0949,0.0267,0.0171,0.08605,-2.611750551,17.09198513,-2.694617516,17.05899537,-1.30412234,5.969013636,2.95,3.16,3.1,2.94,2.8,2.76,2.6,3.65,0.4,0.3,1.05,-2.266773844,17.64610082,63.93,61.58,59.26,57.93,57.55,56.38,71.05,6.38,3.65,14.67,-4.012740021,518064.5242,0.68,0.368,0.0625,0.0139,0.00818,0,4.15,0.67182,0.3541,2667.95,40,62.71,64.44,65,64.65,63.25,60.23,58.35,56.99,55.53,54.03,54.35,52.05,52.94,55.86,56.25,55.55,58.91,63.32,57.45,56.55,56.59,53.6,51.99,48.5,47.47,47.4,45.84,45.81,43.37,33.22,2559.55,1250,73.06,72.81,73.66,73.27,72.3,70.14,67.32,66.21,63.02,61.48,64.81,63.11,63.5,77.65,70.97,70.75,76.98,84.09,72.72,67.19,70.56,69.67,64.15,56.84,54.44,56.15,50.45,49.11,46.4,36.65,-1.990768584,21.61560127,0.324,0.406,0.383,0.321,0.27,0.259,0.161,0.718,0.147,0.113,0.557,-2.131542915,15.66079481,72.87,74.96,73.94,71.78,70.5,70.23,69.32,83.97,4.73,3.44,14.65,-2.041369725,13.28648937,74.49,76.81,76.02,73.61,72,71.67,70.62,84.07,5.14,4.02,13.45,-0.336856006,5.044423225,3.35,2.8,0.05,-2.47,-3.78,-8.94,5.15,7.13,5.27,14.09
844,RS122,RussellSq1,RussellSq,938,13-41-15,2019-06-19 13:30,2019-06-19 13:40,51.521683,-0.125982,4,4,3,3,,,5,2,4,4,,2,2,3,4,4,2,1,4,4,4,3,4,4,76,,2,1,0,0,0,0,0,,5,5,,,,2,,4,2,1,1,0,0,0,,0,English,1,-2.900672115,25.9485299,0.00888,0.0214,0.0163,0.00686,0.00408,0.00386,0.00311,0.0263,0.01754,0.01222,0.02319,-2.357218078,15.03845602,65.22,66.79,66.23,64.93,64.2,63.95,62.25,69.62,2.84,2.03,7.37,-2.377906878,690.4346532,-2.491882432,10.90094515,-1.345103305,4.212748673,21.7,21.3,19.8,18.6,18.3,16.6,25.4,3.4,2.7,8.8,-2.167287408,27.57088793,0.0266,0.0363,0.0336,0.0259,0.0205,0.0191,0.014,0.0503,0.0172,0.0131,0.0363,-2.544056471,17.14686083,-2.637261144,17.1467858,-1.237464818,6.816872751,2.99,3.12,3.09,3,2.87,2.83,2.65,3.23,0.29,0.22,0.58,-2.295856803,13.05854932,59.6,59.06,57.78,57,56.81,55.43,61.84,2.79,2.06,6.41,-3.110441277,19.06820517,0.354,0.179,0.0268,0.00295,0.000723,0,1.31,0.353277,0.17605,2724.78,40,60.81,63.66,64.97,64.19,61.91,58.5,56.02,54.86,54.15,52.92,52.34,51.33,51.34,52.49,53.41,55.49,54.13,54.8,55.94,54.53,52.12,50.45,49.69,47.37,46.7,47.39,46.91,46.94,43.29,33.31,2696.12,40,69.59,71.91,72.59,71.53,71.79,67.63,63.89,62.94,62.26,64.15,61.19,60.73,57.11,63.16,65.83,71.58,65.71,58.85,64.13,59.96,56.6,55.87,54.98,51.22,49.79,50.6,52.6,54.2,51.2,38.56,-2.051494576,22.70226339,0.308,0.366,0.354,0.308,0.264,0.253,0.195,0.405,0.113,0.09,0.21,-2.020732246,10.84766194,70.86,72.6,72.22,70.67,69.38,68.99,67.36,73.8,3.61,2.84,6.44,-1.985807808,10.90429781,72.75,74.61,74.15,72.55,71.07,70.64,69.09,76.62,3.97,3.08,7.53,-0.237640835,3.076827627,3.31,2.7,-0.12,-3.08,-3.86,-6.94,4.8,7.17,5.78,11.74
845,RS122,RussellSq1,RussellSq,951,13-41-15,2019-06-19 13:30,2019-06-19 13:40,51.521683,-0.125982,3,1,4,5,0.926776695,0.030330086,5,1,5,2,5,1,3,2,4,4,4,1,3,4,3,4,2,3,64,25,2,1,0,0,0,0,0,,5,3,,,,2,,4,2,1,1,0,0,0,,1,English,1,-2.900672115,25.9485299,0.00888,0.0214,0.0163,0.00686,0.00408,0.00386,0.00311,0.0263,0.01754,0.01222,0.02319,-2.357218078,15.03845602,65.22,66.79,66.23,64.93,64.2,63.95,62.25,69.62,2.84,2.03,7.37,-2.377906878,690.4346532,-2.491882432,10.90094515,-1.345103305,4.212748673,21.7,21.3,19.8,18.6,18.3,16.6,25.4,3.4,2.7,8.8,-2.167287408,27.57088793,0.0266,0.0363,0.0336,0.0259,0.0205,0.0191,0.014,0.0503,0.0172,0.0131,0.0363,-2.544056471,17.14686083,-2.637261144,17.1467858,-1.237464818,6.816872751,2.99,3.12,3.09,3,2.87,2.83,2.65,3.23,0.29,0.22,0.58,-2.295856803,13.05854932,59.6,59.06,57.78,57,56.81,55.43,61.84,2.79,2.06,6.41,-3.110441277,19.06820517,0.354,0.179,0.0268,0.00295,0.000723,0,1.31,0.353277,0.17605,2724.78,40,60.81,63.66,64.97,64.19,61.91,58.5,56.02,54.86,54.15,52.92,52.34,51.33,51.34,52.49,53.41,55.49,54.13,54.8,55.94,54.53,52.12,50.45,49.69,47.37,46.7,47.39,46.91,46.94,43.29,33.31,2696.12,40,69.59,71.91,72.59,71.53,71.79,67.63,63.89,62.94,62.26,64.15,61.19,60.73,57.11,63.16,65.83,71.58,65.71,58.85,64.13,59.96,56.6,55.87,54.98,51.22,49.79,50.6,52.6,54.2,51.2,38.56,-2.051494576,22.70226339,0.308,0.366,0.354,0.308,0.264,0.253,0.195,0.405,0.113,0.09,0.21,-2.020732246,10.84766194,70.86,72.6,72.22,70.67,69.38,68.99,67.36,73.8,3.61,2.84,6.44,-1.985807808,10.90429781,72.75,74.61,74.15,72.55,71.07,70.64,69.09,76.62,3.97,3.08,7.53,-0.237640835,3.076827627,3.31,2.7,-0.12,-3.08,-3.86,-6.94,4.8,7.17,5.78,11.74
846,RS123,RussellSq1,RussellSq,919,13-42-16,2019-06-19 13:31,2019-06-19 13:41,51.521683,-0.125982,1,3,2,2,0,0.25,3,4,4,3,3,3,4,3,2,1,3,4,5,4,3,4,2,3,64,29,1,0,0,0,1,0,0,,7,3,,,,1,,4,1,1,1,1,0,0,,0,English,1,-2.14114492,25.40965481,0.00364,0.00436,0.00419,0.00361,0.0031,0.00298,0.00257,0.0049,0.00138,0.00109,0.00233,-1.8966395,11.39158245,62.3,63.02,62.9,62.41,61.33,61.14,60.48,63.64,1.88,1.57,3.16,-2.314298192,142.1727574,-2.44271741,11.13650213,-1.524106065,4.312394405,18.7,18.4,17.5,16.2,15.9,14.6,19.7,2.8,2.2,5.1,-2.049928413,26.54892056,0.028,0.0386,0.0356,0.0273,0.0218,0.0203,0.0162,0.0518,0.0183,0.0138,0.0356,-2.508506579,17.20480739,-2.610815081,17.21320821,-1.231809237,7.299500358,2.55,2.66,2.64,2.55,2.46,2.44,2.33,2.9,0.22,0.18,0.57,-1.923589277,11.14090534,56.34,56.18,55.63,54.55,54.37,53.82,57.19,1.97,1.63,3.37,-3.657795054,85.60237481,0.164,0.128,0.0322,0.0072,0.00403,0,0.352,0.15997,0.1208,2295.15,40,62.19,65.27,65.66,64.9,63,58.52,58.4,57.07,57.58,54.86,53.5,50.65,49.88,50.16,51.33,52,51.59,50.76,49.18,49.7,50.69,48.89,46.28,40.85,41.26,39.07,37.73,35.54,30.73,20.61,2549.32,40,72.69,73.38,73.45,71.92,70.58,66.27,68.3,66.08,68.62,65.54,62.37,57.36,57.71,58.1,57.99,59.1,55.95,54.48,52.22,53.64,54.77,53.07,51.5,48.19,48.34,49.03,49.48,49.42,44.19,31.94,-2.002586295,22.11829313,0.302,0.366,0.349,0.299,0.254,0.242,0.218,0.582,0.124,0.095,0.364,-1.913700418,9.765280438,71.31,72.8,72.45,71.24,69.91,69.47,64.97,74.62,3.33,2.54,9.65,-1.93961305,10.52472829,73.36,75.02,74.59,73.22,71.85,71.42,66.01,77.24,3.6,2.74,11.23,-0.17904753,3.300190095,3.11,2.34,-0.64,-3.79,-4.71,-7.75,4.85,7.82,6.13,12.6
847,RS124,RussellSq1,RussellSq,933,13-47-17,2019-06-19 13:36,2019-06-19 13:46,51.521683,-0.125982,2,2,3,4,0.530330086,-0.280330086,5,2,3,4,4,2,2,2,4,4,2,5,5,4,3,4,2,4,68,26,1,1,0,0,0,0,0,,5,1,,,,1,,1,1,1,1,0,0,0,,0,English,1,-2.599089949,25.09534101,0.00654,0.018,0.0165,0.00415,0.00292,0.0028,0.00262,0.0195,0.0152,0.01358,0.01688,-2.056544788,11.10440918,63.26,64.61,64.41,63.11,62.22,61.89,61.02,66.27,2.72,2.19,5.25,-2.311986344,184.8082508,-2.418105109,11.0087733,-1.685846946,5.254301249,19.9,19.5,17.9,16.9,16.6,15.3,22.5,3.3,2.6,7.2,-2.912202214,30.48651979,0.026,0.0348,0.0323,0.0254,0.0203,0.0192,0.0143,0.0463,0.0156,0.012,0.032,-2.518128563,17.24986846,-2.622324672,17.25746313,-1.363992545,7.523198991,2.67,2.78,2.76,2.67,2.57,2.55,2.45,2.85,0.23,0.19,0.4,-2.129423654,11.39214342,57.89,57.71,56.48,55.53,55.23,54.36,59.74,2.66,2.18,5.38,-3.028118289,17.5967201,0.209,0.149,0.0336,0.00742,0.00434,0,0.355,0.20466,0.14158,2494.17,40,62.28,63.35,64.5,63.85,62.35,59.8,57.36,56.58,54.96,52.14,51.17,50.87,51.42,51.3,52.59,53.24,52.52,52.35,49.73,50.02,51.87,50.02,46.97,41.71,42.12,41.62,40.7,38.67,37.48,27.4,2358.62,25,80.05,74.24,74.18,73.87,70.33,68.32,66.97,66.58,62.85,61.97,57.95,61.27,67.23,65.66,63.97,64.84,59.73,60.81,57.76,54.69,55.27,54.1,50.83,44.3,44.52,44.05,43.8,41.68,40.19,30.34,-2.249572423,24.49513861,0.297,0.358,0.341,0.294,0.259,0.251,0.208,0.4,0.107,0.082,0.192,-2.024119239,11.04782971,70.92,73.37,72.68,70.36,68.67,68.31,67.39,76.96,5.06,4.01,9.57,-2.056018772,14.87806725,73.37,76.39,75.04,72.4,70.41,70.06,68.96,84.77,6.33,4.63,15.81,-0.231950607,3.399100535,3.11,2.48,-0.15,-3.12,-4.24,-11.26,5.26,7.35,5.6,16.52
848,RS125,RussellSq1,RussellSq,939,13-52-18,2019-06-19 13:41,2019-06-19 13:51,51.521683,-0.125982,3,2,2,1,0.280330086,-0.426776695,4,2,3,4,4,2,2,4,4,3,3,2,4,4,4,3,2,4,68,64,1,0,0,1,0,0,0,,7,1,,,,2,,1,1,1,1,0,0,0,,0,English,1,-2.442521209,23.3000053,0.00891,0.0244,0.0205,0.00558,0.00371,0.0036,0.00287,0.0307,0.0208,0.01679,0.02783,-2.105851456,11.58668279,66.38,67,66.83,66.36,65.78,65.41,64.75,70.62,1.59,1.05,5.87,-2.287373922,208.1245647,-2.398830313,10.72832682,-0.865411015,3.438874873,23,22.6,21.5,20.6,20.3,19,27.9,2.7,2,8.9,-2.602783851,29.54804294,0.028,0.0377,0.0348,0.0273,0.022,0.0208,0.0151,0.0569,0.0169,0.0128,0.0418,-2.470133333,17.03072403,-2.554436068,17.04036422,-1.269721447,6.759864537,3.1,3.23,3.2,3.1,2.99,2.94,2.7,3.36,0.29,0.21,0.66,-2.172427417,11.67809318,60.13,59.83,59.21,58.67,58.31,57.67,63.15,1.82,1.16,5.48,-3.720673727,207.0195295,0.131,0.0868,0.0233,0.00535,0.00235,0,0.792,0.12865,0.08145,2804.44,50,58.21,60.47,61.13,61.56,60.14,56.92,56.62,56.21,56.06,53.9,54.74,52.48,53.99,54.77,54.62,54.85,54.77,55.34,56.84,56.65,55.1,51.76,51.91,49.47,48.66,50.12,48.59,47.94,45.46,35.93,2646.95,400,67.53,68.76,69.36,69.95,69.08,65.26,66.22,66.49,65.95,64.22,65.65,61.93,70.3,68.52,67.89,60.24,60.73,59.16,60.96,60.05,58.15,55.81,54.42,52.23,51.01,53.08,51.08,50.18,48.28,38.15,-2.152657931,23.92397521,0.306,0.363,0.347,0.304,0.266,0.256,0.222,0.415,0.107,0.081,0.193,-2.00498453,10.3509183,70.15,71.63,71.28,69.94,68.95,68.78,68.03,74.16,2.85,2.33,6.13,-1.938298788,9.918745125,71.51,73.16,72.76,71.28,70.22,70,69.18,74.52,3.16,2.54,5.34,-0.388634496,2.982956762,3.66,3.18,1.08,-0.95,-1.74,-4.46,5.27,5.4,4.13,9.73
